-1.359484607839610837e-01,1.750932621659805413e-02
-1.362190041119542838e-01,4.162882902531606436e-03
-1.380286407137727156e-01,3.622789545794091043e-02
-1.405103749058724538e-01,1.557561495069930205e-02
-1.443640221447244909e-01,3.914618071287861989e-02
-1.482587429087165731e-01,2.213274241302165546e-02
-1.529932635328045409e-01,2.426333711713107855e-02
-1.552482448781362656e-01,3.889547033742684484e-02
-1.570745040167099704e-01,1.911816655308139559e-02
-1.606465422319631464e-01,2.215636726614572671e-02
-1.640978567406693733e-01,1.880952343848110719e-02
-1.671839544800694799e-01,1.836702576386399846e-02
-1.701088652324459494e-01,2.629732884507297169e-02
-1.728969265338191619e-01,4.043997222505753969e-02
-1.733569497856482233e-01,1.808841559612829261e-02
-1.721993343967413992e-01,2.621273602688683688e-02
-1.718046701556883993e-01,3.353636627213004567e-02
-1.713334797127328002e-01,1.347197231518275189e-02
-1.720002826426874076e-01,1.387614024511962807e-02
-1.739089105888156628e-01,4.667065635117274153e-02
-1.762205576757377712e-01,3.617672866655443492e-02
-1.792535612581976356e-01,2.885933381116544474e-02
-1.811658808523035347e-01,3.238600272103060035e-02
-1.821778265290800725e-01,1.464972155170918364e-03
-1.831386020223021438e-01,3.090514827808484369e-02
-1.818862634304506121e-01,2.547544366121009748e-02
-1.808235486993854391e-01,2.728748398897178420e-02
-1.802510056879542133e-01,1.797119134154085557e-02
-1.800037299069999763e-01,4.073694885647094824e-03
-1.802022879115286746e-01,9.666961680602610685e-03
-1.827118018930243004e-01,4.753723566063358663e-02
-1.855550435438204637e-01,2.043497811354669930e-02
-1.900454564740514385e-01,2.333415779154321065e-02
-1.948086080892274807e-01,2.635489492671949652e-03
-1.990508010394400895e-01,1.878311477199029553e-03
-2.042979413109883846e-01,3.585907235233788681e-02
-2.100848592159243744e-01,2.690473320605556509e-02
-2.163263684844006773e-01,2.543529921081333356e-02
-2.229329254391710091e-01,1.215622652113343416e-02
-2.280710901419439607e-01,3.723753658149610984e-02
-2.326587602385271625e-01,8.411828955424595008e-03
-2.377011158854978323e-01,9.496737183051003062e-03
-2.430445207561849064e-01,2.303560856741377477e-02
-2.490801563675880959e-01,1.431399310559704555e-02
-2.538601646056958816e-01,1.237314906165731809e-02
-2.567042359554904118e-01,3.226188222766658564e-02
-2.584474671164274096e-01,3.254858726092722809e-02
-2.603394376032505675e-01,4.122585348999646682e-02
-2.618309772275654868e-01,2.088542834864879488e-02
-2.650508713177904263e-01,3.654254551307512238e-03
-2.684797263474490436e-01,1.368331924607288363e-02
-2.729632503086750206e-01,4.900027315984084586e-02
-2.763639231020474929e-01,2.981292876163510464e-02
-2.798328416892248427e-01,3.548685424005101202e-02
-2.827954564775642110e-01,3.678914812707267945e-04
-2.867126738438718347e-01,2.591028660912604586e-02
-2.903839611203377635e-01,1.876432876590156291e-03
-2.963833013611512635e-01,2.846151060457240145e-02
-3.016897450603035491e-01,4.603854248180377223e-02
-3.069601803162222420e-01,4.842095652502039632e-02
-3.142228843428870322e-01,2.702763376944621043e-02
-3.209770167094289084e-01,2.291024026261079954e-02
-3.279251670876740521e-01,4.725085471242470442e-02
-3.341314595281670297e-01,3.368049159983475815e-02
-3.401118982482310704e-01,3.244963976920473350e-03
-3.474308393262188210e-01,2.328627888337488072e-02
-3.534941402816536571e-01,1.201225092321519562e-02
-3.605806602695940666e-01,2.349021607243408083e-02
-3.674375780154058302e-01,2.277327860031808787e-02
-3.734312806678879992e-01,2.910724014073710203e-02
-3.787674195606110517e-01,1.783852451746256382e-02
-3.844532849644001771e-01,8.213522472796403601e-03
-3.901357421613138587e-01,2.518597172949781429e-02
-3.942277620680165184e-01,4.151014421728810300e-02
-3.983383756203607851e-01,3.320061140338011890e-02
-4.027925757108534177e-01,1.691839329626079400e-02
-4.053254629470521286e-01,4.677615113794286739e-02
-4.079300820703826158e-01,4.561037856245911404e-02
-4.102919877482149036e-01,1.046741996920493890e-02
-4.133616003189646837e-01,1.970879256018148989e-03
-4.163153221115438729e-01,3.706543541753811594e-02
-4.211439685794061694e-01,4.138051306745766517e-02
-4.248813077136202598e-01,4.839322829756776551e-02
-4.283993929291181613e-01,4.449181970441554168e-02
-4.322620326468458174e-01,3.002673841032074339e-02
-4.347314929581066467e-01,2.650261696061904232e-02
-4.365520239318413376e-01,1.392052563129314623e-03
-4.374423497624064239e-01,1.233282234223889197e-02
-4.382800299467373706e-01,2.298073758664632288e-02
-4.390955986545580503e-01,3.142519500417838979e-02
-4.398570239700210771e-01,2.786259166592053305e-02
-4.410345181263367054e-01,3.713179948408452946e-02
-4.403610230553776095e-01,1.398834654435204307e-02
-4.378629508516576063e-01,2.824763038262366466e-02
-4.362011459988476836e-01,4.407112169539606668e-03
-4.353311703242382369e-01,2.068327617916035019e-02
-4.334671638557014983e-01,3.750804164773005600e-02
-4.319097324347673794e-01,3.467004267145220447e-02
-4.294396423212189506e-01,4.953213685860895221e-02
-4.265650254543505437e-01,1.389455629938780162e-02
-4.238087726937128652e-01,2.490946495869895971e-02
-4.197101197510441084e-01,1.647652068869983819e-02
-4.148134474981198805e-01,2.203015570295873901e-02
-4.104786953382414949e-01,4.284750649346941165e-02
-4.072217945764742830e-01,3.421045375942433076e-02
-4.046634787183946980e-01,4.412205956737908635e-02
-4.017762454607420319e-01,1.017555541659432433e-02
-3.981430534626151929e-01,4.366805589207189975e-02
-3.943395680411690973e-01,2.988113708919221210e-03
-3.917121151740233786e-01,4.442996402185762223e-02
-3.886830984500487252e-01,1.645368897303639555e-02
-3.854503821072987613e-01,1.572938167070332335e-02
-3.808912206172302972e-01,2.560442883493319749e-02
-3.768566914489523412e-01,4.703450938616159094e-02
-3.715293443350997649e-01,2.389068234070268644e-03
-3.638704259793829610e-01,1.761154875353726501e-02
-3.568203296346247888e-01,4.282859943416678777e-02
-3.505629929716964077e-01,1.980272387177333879e-02
-3.457172061778672201e-01,9.957844879853350317e-03
-3.424252312197371695e-01,2.123970906657059177e-02
-3.407050148929259836e-01,1.927762507458346750e-02
-3.377277293892941845e-01,4.577081007333517332e-02
-3.349142503380453939e-01,3.809671878715485682e-02
-3.335770588919082513e-01,2.525577778720031891e-02
-3.317621387338405281e-01,4.941852833607855711e-02
-3.297486362907551261e-01,2.326387656379616531e-02
-3.265906912784520277e-01,2.911891541013761353e-03
-3.230813206207885924e-01,1.311371609074924588e-02
-3.199624198356900151e-01,2.180352401096563239e-02
-3.179059688070255407e-01,7.845131207306005675e-03
-3.131520508078943221e-01,4.737825631620215527e-02
-3.087194862269072582e-01,3.834244489088865782e-02
-3.045845343558015728e-01,1.341436002138863409e-02
-3.024439622529492278e-01,2.954022667589579348e-02
-3.008956590671512110e-01,3.607245785547859990e-02
-2.998734483669975859e-01,4.706394644533989924e-02
-2.983971266658395627e-01,4.408176745877053632e-02
-2.974218598040539452e-01,2.575961130691068607e-02
-2.953101194871716739e-01,3.873263098965087914e-02
-2.915309006327758135e-01,2.810723769137925265e-02
-2.881478283796084505e-01,2.763519450227700652e-02
-2.845026809121405376e-01,5.737097916909595155e-03
-2.814602422715458685e-01,6.306882900807603623e-03
-2.806095685967727738e-01,2.647668075112287467e-02
-2.807468956099345991e-01,1.344307724895033029e-02
-2.809138355690399824e-01,1.051845123023431540e-03
-2.828302057772632550e-01,3.614196019501061258e-02
-2.851405013692453472e-01,1.624329834508247972e-03
-2.865064312553903814e-01,2.976384205520272996e-02
-2.875249946745454532e-01,2.695968970636572135e-02
-2.897218039102595344e-01,4.844073452889022247e-02
-2.921246614787417761e-01,2.421065696738208470e-02
-2.954301472666613360e-01,3.180071818889868267e-03
-2.982735440053753129e-01,2.758439839032308591e-02
-3.007556408141237037e-01,4.205480853080507259e-02
-3.046701175281475993e-01,4.984246421407199923e-02
-3.085180360603697602e-01,2.151715868445362723e-02
-3.108582179992821493e-01,1.601493712483712667e-02
-3.112418018648889229e-01,4.533266484759995024e-02
-3.127298036320077523e-01,9.562106453806069883e-03
-3.141916922764741438e-01,3.077144575164633342e-02
-3.148037713319881692e-01,2.028572120904738665e-02
-3.125491636092753156e-01,2.054118247777764195e-03
-3.105616574384582051e-01,1.736442371528488723e-02
-3.095552992529997383e-01,1.326142612513372954e-02
-3.108565750905353253e-01,3.430455769717434544e-02
-3.119138706500302338e-01,4.743952488459590722e-02
-3.107836211047297348e-01,1.340235936893188762e-02
-3.082363346265973303e-01,4.057329695758409016e-02
-3.045085964704758452e-01,2.767990846920476145e-03
-3.000606211281481306e-01,2.690605050199065817e-02
-2.950951540146625751e-01,3.527503185494729361e-03
-2.902122431509006062e-01,4.670164955653197114e-02
-2.850403080381443410e-01,3.831756402786951066e-02
-2.797213361094303408e-01,3.289749556022961846e-02
-2.726167517678229624e-01,4.119481908123321517e-02
-2.674134214853657321e-01,3.237598977850816157e-02
-2.612151263106454180e-01,4.844721985871455749e-02
-2.539017684450868839e-01,3.569789739323857986e-02
-2.478775271024452331e-01,4.623293047911233855e-02
-2.417237507678396125e-01,2.585659460053190209e-02
-2.359291769580488529e-01,5.853220649093132666e-03
-2.309651128953383592e-01,2.640888607115085551e-02
-2.267013750671685868e-01,6.343641403154665591e-03
-2.225313657196766048e-01,2.962467395882025303e-02
-2.202232837858680292e-01,2.412465302638314851e-02
-2.178251672617398105e-01,3.112876989163908606e-02
-2.131312161186550702e-01,5.023490527415796830e-04
-2.077546286342040194e-01,9.742024582768205390e-03
-2.027857144506395592e-01,2.456652159560654414e-02
-1.960392241186346141e-01,4.752517807945674799e-02
-1.903608222497883695e-01,1.918045201775792075e-02
-1.855410669532681356e-01,2.121860130268173397e-02
-1.829627435868101115e-01,3.573480445033110769e-02
-1.802889699567477022e-01,3.018963786430590296e-02
-1.793119269695609419e-01,1.494630750491666299e-02
-1.788052091588247516e-01,2.054081977837139000e-02
-1.802903265206894923e-01,1.088498994286162327e-02
-1.835448706161704469e-01,4.830107295651042687e-02
-1.874034109785150393e-01,6.531719077867987298e-03
-1.917640053447868254e-01,1.859183922832097213e-02
-1.982488742940285986e-01,1.291948611000559620e-03
-2.043158598936928028e-01,1.108897459667732011e-02
-2.079417021678983402e-01,3.902355691900774581e-02
-2.107513849695002439e-01,1.005876161444397426e-02
-2.111207364989012292e-01,4.003170126448280138e-03
-2.104321064006195452e-01,2.372265899222616645e-02
-2.089038772346891448e-01,4.984617367259247967e-04
-2.080594791432468782e-01,4.238307721316658498e-03
-2.070199267600380810e-01,4.038129347814875536e-02
-2.060601995143428455e-01,3.857366724298032234e-02
-2.046037042510821247e-01,4.575694102024480125e-02
-2.012284582599163374e-01,4.272577179553747884e-02
-1.978239795161449155e-01,3.415877816199090755e-02
-1.930101123633056470e-01,2.616642865033142092e-03
-1.894753514769025038e-01,3.914243089933287789e-02
-1.863441011449939455e-01,4.227554054202802697e-02
-1.832363543218236690e-01,3.995410728859772470e-02
-1.816416188265667919e-01,2.542395176540130503e-02
-1.791179569155808837e-01,1.164509193247408383e-02
-1.752741228534099027e-01,4.226649878443633490e-02
-1.718565501107007232e-01,3.635814048700692497e-02
-1.680684924854539686e-01,4.903805871944258432e-02
-1.645639208718267799e-01,7.784629887796646469e-03
-1.610778488938841846e-01,1.128322915260275387e-02
